央视,#genre#
甘肃文化影视,http://39.134.39.38/270000001322/69900158041111100000002161/index.m3u8
甘肃文化影视,https://hls.gstv.com.cn/49048r/w1l6d5.m3u8
甘肃文化影视,http://stream.gstv.com.cn/whys/sd/live.m3u8
甘肃公共应急,http://39.134.39.37/PLTV/88888888/224/3221226250/index.m3u8
甘肃公共应急,http://39.134.39.39/270000001322/69900158041111100000002162/index.m3u8
甘肃公共应急,https://hls.gstv.com.cn/49048r/3t5xyc.m3u8
甘肃公共应急,http://stream.gstv.com.cn/ggpd/sd/live.m3u8
甘肃少儿,http://39.134.39.39/PLTV/88888888/224/3221226289/index.m3u8
甘肃少儿,http://39.134.39.39/270000001322/69900158041111100000002165/index.m3u8
甘肃少儿,http://stream.gstv.com.cn/sepd/sd/live.m3u8
兰州新闻综合,http://39.134.39.39/PLTV/88888888/224/3221226242/index.m3u8
兰州公共频道,http://39.134.39.39/PLTV/88888888/224/3221226244/index.m3u8
兰州生活经济,http://39.134.39.39/PLTV/88888888/224/3221226285/index.m3u8
兰州综艺体育,http://39.134.39.39/PLTV/88888888/224/3221226246/index.m3u8
宁夏卫视,http://www.nxtv.com.cn/m2o/channel/play.php?channel_id=6$1 540P 1M
宁夏卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001061/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$2 576P 2M
宁夏经济,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=http&accesstoken=R5EDED88FU30990082K776ABB09I32F98767PBM323A1A7V0Z9C465W1616B8D311E6D9E9&programid=4200900018&playtoken=ABCDEFGHI
宁夏经济,http://www.nxtv.com.cn/m2o/channel/play.php?channel_id=7
宁夏影视,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=http&accesstoken=R5EDED88FU30990082K776ABB09I32F98767PBM323A1A7V0Z9C465W1616B8D311E6D9E9&programid=4200900019&playtoken=ABCDEFGHI
宁夏影视,
宁夏公共,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=http&accesstoken=R5EDED88FU30990082K776ABB09I32F98767PBM323A1A7V0Z9C465W1616B8D311E6D9E9&programid=4200900016&playtoken=ABCDEFGHI
宁夏公共,http://www.nxtv.com.cn/m2o/channel/play.php?channel_id=5
宁夏公共,https://hhytv.ningxiahuangheyun.com:443/live/nxys1M.m3u8
宁夏少儿,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=http&accesstoken=R5EDED88FU30990082K776ABB09I32F98767PBM323A1A7V0Z9C465W1616B8D311E6D9E9&programid=4200900020&playtoken=ABCDEFGHI
宁夏少儿,https://hhytv.ningxiahuangheyun.com:443/live/nxse1M.m3u8
宁夏导视,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=http&accesstoken=R5EDED88FU30990082K776ABB09I32F98767PBM323A1A7V0Z9C465W1616B8D311E6D9E9&programid=4200900022&playtoken=ABCDEFGHI
宁夏教育,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=http&accesstoken=R5EDED88FU30990082K776ABB09I32F98767PBM323A1A7V0Z9C465W1616B8D311E6D9E9&programid=4200900026&playtoken=ABCDEFGHI
银川生活,http://stream.ycgbtv.com.cn/ycxw/sd/live.m3u8
银川公共,http://stream.ycgbtv.com.cn/ycgg/sd/live.m3u8
蒙新藏,#genre#
内蒙古卫视,http://live.m2oplus.nmtv.cn/1/playlist.m3u8$1 1080p 2M
内蒙古卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001035/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$2 576P 2M
内蒙古卫视,http://live.m2oplus.nmtv.cn/1/sd/live.m3u8$3 1080p 2M
古蒙语卫视,http://live5.m2oplus.nmtv.cn/3/sd/live.m3u8
内蒙古新闻综合,http://live4.m2oplus.nmtv.cn/7/sd/live.m3u8
内蒙古蒙语文化,http://live5.m2oplus.nmtv.cn/5/playlist.m3u8
内蒙古蒙语文化,http://live5.m2oplus.nmtv.cn/5/sd/live.m3u8
内蒙古经济生活,http://live5.m2oplus.nmtv.cn/2/playlist.m3u8
内蒙古经济生活,http://live5.m2oplus.nmtv.cn/2/sd/live.m3u8
内蒙古农牧,http://live4.m2oplus.nmtv.cn/6/playlist.m3u8
内蒙古农牧,http://live4.m2oplus.nmtv.cn/6/sd/live.m3u8
内蒙古少儿,http://live5.m2oplus.nmtv.cn/4/playlist.m3u8
内蒙古少儿,http://live5.m2oplus.nmtv.cn/4/sd/live.m3u8
内蒙古少儿,http://cbnlive.cbchot.com/live/neimengshaoer_h_1.m3u8
内蒙古文体娱乐,http://live4.m2oplus.nmtv.cn/8/playlist.m3u8
内蒙古文体娱乐,http://live4.m2oplus.nmtv.cn/8/sd/live.m3u8
内蒙古文体娱乐,http://cbnlive.cbchot.com/live/neimengwenti_h_1.m3u8
新疆卫视,http://livehyw5.chinamcache.com/hyw/zb01.m3u8$1 1080p 4M
新疆卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001047/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$2 576P 2M
新疆2维语新闻,http://livehyw5.chinamcache.com/hyw/zb02.m3u8
新疆3哈语综合,http://livehyw5.chinamcache.com/hyw/zb03.m3u8
新疆4汉语综艺,http://livehyw5.chinamcache.com/hyw/zb04.m3u8
新疆5维语综艺,http://livehyw5.chinamcache.com/hyw/zb05.m3u8
新疆7汉语经济,http://livehyw5.chinamcache.com/hyw/zb07.m3u8
新疆8哈语综艺,http://livehyw5.chinamcache.com/hyw/zb08.m3u8
新疆9维语经济,http://livehyw5.chinamcache.com/hyw/zb09.m3u8
新疆10体育健康,http://livehyw5.chinamcache.com/hyw/zb10.m3u8
新疆11法制,http://livehyw5.chinamcache.com/hyw/zb11.m3u8
新疆12少儿,http://livehyw5.chinamcache.com/hyw/zb12.m3u8
兵团卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001304/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
乌鲁木齐新闻综合,http://pili-live-hls.xjwlmqapp2019.sobeylive.com/xjwlmqapp2019/xwzh.m3u8
乌鲁木齐(维语)新闻综合,http://pili-live-hls.xjwlmqapp2019.sobeylive.com/xjwlmqapp2019/wy.m3u8
乌鲁木齐都市生活,http://pili-live-hls.xjwlmqapp2019.sobeylive.com/xjwlmqapp2019/shfw.m3u8
西藏卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001302/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$1 576P 2M
西藏藏语,http://media.vtibet.com/masvod/HLSLive/7/zangyuTV_q1.m3u8
拉萨综合,http://tydl2021.chxjon.cn/iptv/qq2383132354/xzls.php?id=zhpd
拉萨综合,http://file.lasa.jstv.com/cms/videos/nmip-media-dz/channellive/channel5/playlist.m3u8
拉萨综合,http://live.lasatv.cn/lasatv-zh/zh720x576.m3u8?auth_key=1617418676-0-0-74ed0a54db2dffab386a906ff02fe975
拉萨藏语,http://tydl2021.chxjon.cn/iptv/qq2383132354/xzls.php?id=zyzhpd
拉萨藏语,http://live.lasatv.cn/lasatv-zyzh/zyzh720x576.m3u8?auth_key=1617418692-0-0-d886b07a9ce05c3502838de64396a5ed
拉萨文旅,http://tydl2021.chxjon.cn/iptv/qq2383132354/xzls.php?id=whlypd
拉萨文旅,http://live.lasatv.cn/lasatv-whly/whly720x576.m3u8?auth_key=1617418659-0-0-c570754786e430be7c3e1f772e39b8ab
港澳台,#genre#
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv
凤凰卫视,http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221228057/index.m3u8$JS1080P
凤凰卫视,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225900/index.m3u8$FJ1080P
凤凰卫视,http://stream.guihet.com/t/ifeng2.php?id=2
凤凰卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000002275/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
凤凰卫视,http://125.210.152.18:9090/live/FHZW_1200.m3u8
凤凰卫视,http://hdtv.haust.edu.cn/hls/fhzw.m3u8
凤凰卫视,rtmp://58.200.131.2:1935/livetv/fhzw
凤凰资讯,http://223.110.235.13/ott.js.chinamobile.com/PLTV/3/224/3221228098/index.m3u8$JS1080P
凤凰资讯,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225901/index.m3u8$FJ1080P
凤凰资讯,http://stream.guihet.com/t/ifeng2.php?id=1
凤凰资讯,http://111.20.105.60:6060/yinhe/2/ch00000090990000002187/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
凤凰资讯,http://125.210.152.18:9090/live/FHZX_1200.m3u8
凤凰资讯,http://hdtv.haust.edu.cn/hls/fhzx.m3u8
凤凰资讯,rtmp://58.200.131.2:1935/livetv/fhzx
凤凰电影,http://hdtv.haust.edu.cn/hls/fhdy.m3u8
凤凰电影,rtmp://58.200.131.2:1935/livetv/fhdy
凤凰电影,rtmp://58.200.131.2/livetv/fhdy
凤凰香港,http://223.110.236.2/ott.js.chinamobile.com/PLTV/3/224/3221228060/index.m3u8$JS1080P
凤凰香港,http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8$720P
凤凰香港,http://183.207.249.35/PLTV/3/224/3221226975/index.m3u8
凤凰香港,http://live-hwcdn.utvlive.top/live/a4e8cf74196e40959485a9ef4c532d02/6286b2bbb78341cd9fa92c7b37ccc03c-1.m3u8
星空卫视,http://hdtv.haust.edu.cn/hls/startv.m3u8
星空卫视,rtmp://58.200.131.2:1935/livetv/startv
星空卫视,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=234&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
星空音乐,http://hdtv.haust.edu.cn/hls/channelv.m3u8
星空音乐,rtmp://58.200.131.3:1935/livetv/channelv
星空体育,http://hdtv.haust.edu.cn/hls/starsports.m3u8
星空体育,rtmp://58.200.131.2:1935/livetv/starsports
阳光卫视,http://stream.chinasuntv.com/680k/mid_video_index.m3u8
TVB星河,http://50.7.161.82:8278/streams/d/Xinhe/playlist.m3u8
天映频道,http://50.7.161.82:8278/streams/d/Celestial/playlist.m3u8
天映经典,http://50.7.161.82:8278/streams/d/Celestial2/playlist.m3u8
美亚电影台-,
亚旅卫视,http://hls.jingchangkan.tv/jingchangkan/156722438_0HaM/index.m3u8
亚美卫视,https://dcunilive30-lh.akamaihd.net/i/dclive_1@535522/master.m3u8
探索频道,http://hdtv.haust.edu.cn/hls/discovery.m3u8
探索频道,rtmp://58.200.131.2:1935/livetv/discovery
国家地理,http://hdtv.haust.edu.cn/hls/natlgeo.m3u8
国家地理,rtmp://58.200.131.2:1935/livetv/natlgeo
翡翠台,http://hls.globaliptv.ml/tvbjade.php
翡翠台,http://185.207.176.189:8080/channels/tv-81/mpeg.2ts
翡翠台,https://cdn.hkdtmb.com/hls/81/index.m3u8
翡翠台,http://61.238.6.49:8000/bysid/1
翡翠台,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=188&Fsv_rate_id=1&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1&lv=1&c=0&s=4&v=100&wh=16:9&p=1
翡翠台,http://116.199.5.52:8114/index.m3u8?FvSeid=1&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=188&Fsv_rate_id=2&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=.m3u8&Fsv_CMSID=&Fsv_otype=1
J2,http://185.207.176.189:8080/channels/tv-82/mpeg.2ts
J2,http://96.44.140.132:18006/view.php?type=m3u8&id=sz_1002&key=84797b799ae18d1b
J2,http://hls.globaliptv.ml/tvbj2.php
J2,http://61.238.6.49:8001/bysid/82
J2,p8p://0198.02686.cc:16871/5d1a6990000c457811bd52c53e48f6b9
J2,P2p://sunboss.selfip.com:6358/5f3a53d3000808a8989525ecb86f10e4
J2,p5p://user3.shusongw.mobi:16871/5d1a6990000c457811bd52c53e48f6b9
明珠台,http://hls.globaliptv.ml/tvbpearl.php
明珠台,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=12&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
爆谷台,https://myun-hw-s3.myun.tv/melj80jz/56xk36p7/1583754037503666897.m3u8
澳门,http://61.244.22.4/ch3/_definst_/ch3.live/chunklist_w248237998.m3u8
澳门,http://61.244.22.4/ch3/ch3.live/playelist.m3u8
澳门,http://61.244.22.4/ch3/ch3.live/chunklist_w72827378.m3u8
澳门,http://61.244.22.4/ch3/ch3.live/playelist.m3u8?checkedby:hlscat.com
澳视澳门,http://61.244.22.5/ch1/ch1.live/playelist.m3u8
澳视澳门,http://61.244.22.4/ch1/ch1.live/index.m3u8
澳视澳门,http://61.244.22.4/ch1/ch1.live/chunklist_w1769233607.m3u8
澳视澳门,http://61.244.22.4/ch1/ch1.live/master.m3u8
澳视澳门,http://61.244.22.5/ch1/_definst_/ch1.live/playlist.m3u8
澳视澳门,http://61.244.22.4/ch1/ch1.live/playelist.m3u8?checkedby:hlscat.com
澳视澳门,http://61.244.22.5/ch1/ch1.live/playlist.m3u8
澳视澳门,http://61.244.22.4/ch1/ch1.live/chunklist_w1769233607.m3u8
澳视葡文,http://61.244.22.4/ch2/ch2.live/playelist.m3u8
澳门资讯,http://61.244.22.5/ch5/_definst_/info_ch5.live/playlist.m3u8
澳门资讯,http://61.244.22.5/ch5/info_ch5.live/master.m3u8
澳门综艺,http://61.244.22.5/ch6/_definst_/hd_ch6.live/opuylist.m3u8
澳门综艺,http://61.244.22.5/ch6/hd_ch6.live/playlist.m3u8
澳亚卫视,https://live.mastvnet.com/4rlff1m/1024/live.m3u8
澳亚卫视,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=192&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
澳亚卫视,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=192&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
澳门莲花,http://ftp9524803.host166.gotoip4.cn/lh.php?id=2
澳门莲花,http://mfbusjhe2as.2us.free.duil.cn/lotustv.php
澳门莲花,http://www.lotustv.cc/index.php/index/live.m3u8
中视-,
华视-,
公视-,
民视-,
台视-,
中视新闻-,
华视新闻-,
公视新闻-,
民视新闻-,
台视新闻-,
寰宇新闻-,
霹雳台湾台-,
大爱一台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱二台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
大爱海外,https://pulltv3.wanfudaluye.com/live/tv3.m3u8
GoodTV好消息,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch1-1.m3u8
GoodTV2,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch2-1.m3u8
儒释道电视台,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8
唯心,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
主播影视,#genre#
邵氏老电影,http://42.56.91.136/live-bvc/164219/live_97065163_17925468.m3u8
邵氏老电影,http://42.56.91.136/live-bvc/164219/live_97065163_17925468.m3u8
邵氏老电影,https://cn-jxnc-cmcc-live-02.bilivideo.com/live-bvc/817178/live_97065163_17925468.m3u8
邵氏老电影,https://cn-hnzz-cmcc-live-01.bilivideo.com/live-bvc/817178/live_97065163_17925468.m3u8
邵氏影院,http://tx2play1.douyucdn.cn/live/4246519rZmfyL5ZT.m3u8
金庸频道,http://39.134.216.5/live.hcs.cmvideo.cn:8088/wd_r2/virtuallive/5100181876/150/index.m3u8?&encrypt=
动做电影,http://tx.liveplay.live.fanxing.com/live/fx_hifi_20887513_std_avc.m3u8
喜剧影视,http://tx.liveplay.live.fanxing.com/live/fx_hifi_1171596549_avc.m3u8
奇幻系列影视,http://tx.liveplay.live.fanxing.com/live/fx_hifi_1460993762_std_avc.m3u8
玄幻影院,https://tx.liveplay.live.kugou.com/live/fx_hifi_1308614369_avc.m3u8
经典影视,https://tx.liveplay.live.kugou.com/live/fx_hifi_251702616_avc.m3u8
齐影视功夫,https://dlhls-cdn-mp.zhanqi.tv/zqlive/301200_QSU3A.m3u8
橙子影视,http://hls.haokan.bdstatic.com/haokan/stream_bduid_1646578943_0.m3u8
经典台2,http://hls.haokan.bdstatic.com/haokan/stream_bduid_2181220244_0.m3u8
TVB功夫台,http://hls.haokan.bdstatic.com/haokan/stream_bduid_3499419391_0.m3u8
星光经典台,http://hls.haokan.bdstatic.com/haokan/stream_bduid_956537075_0.m3u8
星光璀璨台,http://hls.haokan.bdstatic.com/haokan/stream_bduid_470244621_0.m3u8
星级剧集台,http://hls.haokan.bdstatic.com/haokan/stream_bduid_31696503_0.m3u8
齐港台,http://hls.haokan.bdstatic.com/haokan/stream_bduid_1831830486_0.m3u8
齐古装,http://hls.haokan.bdstatic.com/haokan/stream_bduid_443529243_0.m3u8
齐影视,http://hls.haokan.bdstatic.com/haokan/stream_bduid_756209034_0.m3u8
永州古装,http://hls.haokan.bdstatic.com/haokan/stream_bduid_3912003762_0.m3u8
永州音乐,http://hls.haokan.bdstatic.com/haokan/stream_bduid_5114425148_0.m3u8
永州乡村,http://hls.haokan.bdstatic.com/haokan/stream_bduid_2477966232_0.m3u8
怀旧经典,http://hls.haokan.bdstatic.com/haokan/stream_bduid_1628726667_0.m3u8
永州影视,http://106.53.212.251/daili/bili.php?id=21253818
3D电影,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221230386/index.m3u8
科幻动作,https://cn-jswx2-cmcc-live-01.bilivideo.com/live-bvc/626193/live_252582133_1552126.m3u8
动作片专场,https://cn-jswx2-cmcc-live-01.bilivideo.com/live-bvc/904836/live_400392_6822511.m3u8
古装,http://va.huya.com/src/1394575551-1394575551-5989656383346180096-2789274558-10057-A-0-1-imgplus.flv
喜剧电影,http://hpull.kktv8.com/livekktv/99592190/playlist.m3u8
金马影院,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
开心影院,http://hpull.kktv8.com/livekktv/111536805/playlist.m3u8
科幻怪兽,http://hpull.kktv8.com/livekktv/143960119/playlist.m3u8
每日科幻,http://luotuo.ycchenrong.cn/dl/mg.php?id=625204865
每日科幻,http://tydl2021.chxjon.cn/iptv/qq2383132354/migu.php?id=625204865
高清经典,http://cn-lnsy-cu-live-01.bilivideo.com/live-bvc/live_372775317_46465575.m3u8
斗鱼,#genre#
斗鱼电影,http://tx2play1.douyucdn.cn/85894rmovieChow_4000p.xs?uuid=
斗鱼影视1,http://dyscdnali1.douyucdn.cn/live/6079455rwteAEv0S.flv?uuid=
斗鱼影视2,http://dyscdnali1.douyucdn.cn/live/4549169rv4OKGN7X.flv?uuid=
斗鱼影视3,http://dyscdnali1.douyucdn.cn/live/7136517rWpZaEsUW.flv?uuid=
斗鱼影视4,http://dyscdnali1.douyucdn.cn/live/338759rVVY6JMrOB.flv?uuid=
斗鱼影视5,http://dyscdnali1.douyucdn.cn/live/223521rNjDWOs7cC.flv?uuid=
斗鱼影视6,http://dyscdnali1.douyucdn.cn/live/5448413r4NGoeXhd.flv?uuid=
斗鱼影视7,http://dyscdnali1.douyucdn.cn/live/7270927rOHpZm8LK.flv?uuid=
斗鱼影视8,http://dyscdnali1.douyucdn.cn/live/7077241rtvyPbY3W.flv?uuid=
斗鱼影视9,http://dyscdnali1.douyucdn.cn/live/52787rlKxxm8FSi5.flv?uuid=
斗鱼影视10,http://dyscdnali1.douyucdn.cn/live/7254536rbl90apq1.flv?uuid=
斗鱼影视11,http://dyscdnali1.douyucdn.cn/live/1504768rIizwk7Jz.flv?uuid=
斗鱼影视12,http://dyscdnali1.douyucdn.cn/live/8756805rJa7vtUQw.flv?uuid=
斗鱼影视13,http://dyscdnali1.douyucdn.cn/live/3637778raLSXdOdu.flv?uuid=
斗鱼影视14,http://dyscdnali1.douyucdn.cn/live/122402rK7MO9bXSq.flv?uuid=
斗鱼影视15,http://dyscdnali1.douyucdn.cn/live/252802reTJoPmUir.flv?uuid=
斗鱼影视16,http://dyscdnali1.douyucdn.cn/live/85894rmovieChow.flv?uuid=
斗鱼影视17,http://dyscdnali1.douyucdn.cn/live/96577r6AhhZBqtUW.flv?uuid=
斗鱼影视18,http://dyscdnali1.douyucdn.cn/live/2519292rG4X6J6Lo.flv?uuid=
斗鱼影视19,http://dyscdnali1.douyucdn.cn/live/9450299rTqcWddoK.flv?uuid=
斗鱼影视20,http://dyscdnali1.douyucdn.cn/live/1409682rFVYVFnEN.flv?uuid=
电影·僵尸鬼片,http://blanki.cf/api/douyu.php?id=310926
电影·恐怖灾难,http://blanki.cf/api/douyu.php?id=263824
电影·麓山迷踪,http://blanki.cf/api/douyu.php?id=4505431
电影·国语译制,http://blanki.cf/api/douyu.php?id=2436390
电影·周星驰,http://blanki.cf/api/douyu.php?id=122402
电影·刘德华,http://blanki.cf/api/douyu.php?id=85894
电影·林正英,http://blanki.cf/api/douyu.php?id=218859
电影·成龙,http://blanki.cf/api/douyu.php?id=6763930
电影·酷炫,http://blanki.cf/api/douyu.php?id=4332
电影·酷炫2,http://blanki.cf/api/douyu.php?id=252802
电影·酷炫3,http://blanki.cf/api/douyu.php?id=36337
电影·华语,http://blanki.cf/api/douyu.php?id=925724
电影·粤语,http://blanki.cf/api/douyu.php?id=6566671
电影·粤语2,http://blanki.cf/api/douyu.php?id=5033502
电影·粤语3,http://blanki.cf/api/douyu.php?id=2466104
电影·赌片,http://blanki.cf/api/douyu.php?id=315457
电影·海外,http://blanki.cf/api/douyu.php?id=747764
电影·科幻,http://blanki.cf/api/douyu.php?id=20415
电影·高分,http://blanki.cf/api/douyu.php?id=52787
电影·惊悚,http://blanki.cf/api/douyu.php?id=96577
电影·战争,http://blanki.cf/api/douyu.php?id=4870914
电影·喜剧,http://blanki.cf/api/douyu.php?id=9292492
电影·经典,http://blanki.cf/api/douyu.php?id=58451
电影·怀旧,http://blanki.cf/api/douyu.php?id=9205290
电影·影院,http://blanki.cf/api/douyu.php?id=1274132
电影·大片,http://blanki.cf/api/douyu.php?id=248753
电影·欧美,http://blanki.cf/api/douyu.php?id=2793084
电影·影厅,http://blanki.cf/api/douyu.php?id=508118
电影·小宇,http://blanki.cf/api/douyu.php?id=323876
电影·蚂蚱,http://blanki.cf/api/douyu.php?id=6079455
电影·九酱,http://blanki.cf/api/douyu.php?id=252802
电影·兔兔,http://blanki.cf/api/douyu.php?id=1504768
电影·怡寶,http://blanki.cf/api/douyu.php?id=434971
电影·姽婳,http://blanki.cf/api/douyu.php?id=1409682
电影·咩酱,http://blanki.cf/api/douyu.php?id=9704856
电影·大宝,http://blanki.cf/api/douyu.php?id=805235
电影·牛奶,http://blanki.cf/api/douyu.php?id=7494871
电影·云宝,http://blanki.cf/api/douyu.php?id=7305938
电影·猪酱,http://blanki.cf/api/douyu.php?id=7029806
电影·小梁,http://blanki.cf/api/douyu.php?id=7270927
电影·丸丸,http://blanki.cf/api/douyu.php?id=8898611
陪看·橙子,http://blanki.cf/api/douyu.php?id=4549169
陪看·晚晚,http://blanki.cf/api/douyu.php?id=8861179
陪看·小栗子,http://blanki.cf/api/douyu.php?id=7254536
陪看·小圆子,http://blanki.cf/api/douyu.php?id=6566658
陪看·犟启儿,http://blanki.cf/api/douyu.php?id=9230590
陪看·苏诺诺,http://blanki.cf/api/douyu.php?id=252536
万合出品,http://blanki.cf/api/douyu.php?id=9220456
韩国女团,http://blanki.cf/api/douyu.php?id=329667
久久女团,http://blanki.cf/api/douyu.php?id=340224
女团现场,http://blanki.cf/api/douyu.php?id=231464
电子舞曲,http://blanki.cf/api/douyu.php?id=7971641
Tara皇冠1,http://blanki.cf/api/douyu.php?id=17732
Tara皇冠2,http://blanki.cf/api/douyu.php?id=3221207
虎牙,#genre#
成龙,http://ftp9524803.host166.gotoip4.cn/huya.php?id=11342386
吴京,http://ftp9524803.host166.gotoip4.cn/huya.php?id=11602045
甄子丹,http://ftp9524803.host166.gotoip4.cn/huya.php?id=11352935
李连杰,http://ftp9524803.host166.gotoip4.cn/huya.php?id=11342390
周润发,http://ftp9524803.host166.gotoip4.cn/huya.php?id=11342387
周星驰1,http://ftp9524803.host166.gotoip4.cn/huya.php?id=19105261
周星驰2,http://ftp9524803.host166.gotoip4.cn/huya.php?id=11342412
林正英,http://ftp9524803.host166.gotoip4.cn/huya.php?id=19285234
僵尸搞笑,http://ftp9524803.host166.gotoip4.cn/huya.php?id=11342421
臭屁文,http://ftp9524803.host166.gotoip4.cn/huya.php?id=11342402
刘德华,http://ftp9524803.host166.gotoip4.cn/huya.php?id=11342424
任达华,http://ftp9524803.host166.gotoip4.cn/huya.php?id=11352883
洪金宝,http://ftp9524803.host166.gotoip4.cn/huya.php?id=11342427
香港五福星,http://ftp9524803.host166.gotoip4.cn/huya.php?id=11282233
徐峥,http://ftp9524803.host166.gotoip4.cn/huya.php?id=11602043
黄渤,http://ftp9524803.host166.gotoip4.cn/huya.php?id=11602044
黄渤,http://ftp9524803.host166.gotoip4.cn/huya.php?id=11602044
港粤语片,http://ftp9524803.host166.gotoip4.cn/huya.php?id=11352894
港粤语片,http://ftp9524803.host166.gotoip4.cn/huya.php?id=11352894
港片搞笑,http://ftp9524803.host166.gotoip4.cn/huya.php?id=11601960
港片搞笑,http://ftp9524803.host166.gotoip4.cn/huya.php?id=11601960
动画电影,http://ftp9524803.host166.gotoip4.cn/huya.php?id=11342428
动画电影,http://ftp9524803.host166.gotoip4.cn/huya.php?id=11342428
古天乐,http://ftp9524803.host166.gotoip4.cn/huya.php?id=10871113
灾难片,http://ftp9524803.host166.gotoip4.cn/huya.php?id=11352871
美女港片,http://ftp9524803.host166.gotoip4.cn/huya.php?id=11342429
张国荣,http://ftp9524803.host166.gotoip4.cn/huya.php?id=11602034
郭富城,http://ftp9524803.host166.gotoip4.cn/huya.php?id=11352876
虎牙八点档,http://ftp9524803.host166.gotoip4.cn/huya.php?id=880261
动作大片,http://ftp9524803.host166.gotoip4.cn/huya.php?id=11352953
盗墓系列,http://ftp9524803.host166.gotoip4.cn/huya.php?id=11352913
